,MLBID,PLAYERNAME
1025,571760,Andrew Heaney
1026,588751,Adeiny Hechavarria
1027,595978,Austin Hedges
1028,458550,Jeremy Hefner
1029,595981,Scott Heineman
1030,623168,Tyler Heineman
1031,502317,Chris Heisey
1032,621294,Ben Heller
1033,476451,Jeremy Hellickson
1034,664854,Ryan Helsley
1035,115732,Todd Helton
1036,592390,Heath Hembree
1037,449104,Jim Henderson
1038,543294,Kyle Hendricks
1039,521230,Liam Hendriks
1040,454535,Clay Hensley
1041,628338,Guillermo Heredia
1042,641684,Michael Hermosillo
1043,514917,Cesar Hernandez
1044,456696,David Hernandez
1045,650382,Darwinzon Hernandez
1046,622694,Elieser Hernandez
1047,571771,Enrique Hernandez
1048,433587,Felix Hernandez
1049,491676,Gorkys Hernandez
1050,642546,Jonathan Hernandez
1051,115817,Livan Hernandez
1052,434682,Luis Hernandez
1053,593523,Marco Hernandez
1054,150421,Ramon Hernandez
1055,606192,Teoscar Hernandez
1056,599096,Dilson Herrera
1057,467070,Elian Herrera
1058,468406,Jonathan Herrera
1059,516969,Kelvin Herrera
1060,546318,Odubel Herrera
1061,594011,Rosell Herrera
1062,543302,Chris Herrmann
1063,605276,David Hess
1064,452105,John Hester
1065,518790,Chris Heston
1066,676051,Codi Heuer
1067,518792,Jason Heyward
1068,543305,Aaron Hicks
1069,518794,Brandon Hicks
1070,543308,John Hicks
1071,663855,Jordan Hicks
1072,543309,Kyle Higashioka
1073,657610,Trevor Hildenberger
1074,431094,Aaron Hill
1075,656541,Sam Hilliard
1076,448179,Rich Hill
1077,429718,Shawn Hill
1078,518799,Steven Hill
1079,657612,Tim Hill
1080,648737,Dalier Hinojosa
1081,400134,Eric Hinske
1082,673633,Yoshihisa Hirano
1083,669374,Keston Hiura
1084,460024,Luke Hochevar
1085,663538,Nico Hoerner
1086,543321,L.J. Hoes
1087,656546,Jeff Hoffman
1088,116034,Trevor Hoffman
1089,592407,Bryan Holaday
1090,656547,Jonathan Holder
1091,502706,Derek Holland
1092,518813,Greg Holland
1093,407812,Matt Holliday
1094,605280,Clay Holmes
1095,656550,Grant Holmes
1096,571788,Brock Holt
1097,641703,Brent Honeywell
1098,543331,J.J. Hoover
1099,456662,Jeremy Horst
1100,656555,Rhys Hoskins
1101,543333,Eric Hosmer
1102,656557,Tanner Houck
1103,605288,Adrian Houser
1104,543334,T.J. House
1105,429667,Ryan Howard
1106,675921,Spencer Howard
1107,434442,J.P. Howell
1108,592419,Jared Hoying
1109,624586,James Hoyt
1110,543339,Daniel Hudson
1111,641712,Dakota Hudson
1112,407861,Orlando Hudson
1113,218596,Tim Hudson
1114,333492,Aubrey Huff
1115,453307,David Huff
1116,669087,Sam Huff
1117,453172,Jared Hughes
1118,471863,Luke Hughes
1119,461833,Phil Hughes
1120,543343,Danny Hultzen
1121,458950,Philip Humber
1122,460026,Nick Hundley
1123,116338,Torii Hunter
1124,488984,Tommy Hunter
1125,571800,Drew Hutchison
1126,666561,Jae-gyun Hwang
1127,455104,Chris Iannetta
1128,116380,Raul Ibanez
1129,579799,Ryota Igarashi
1130,578428,Jose Iglesias
1131,628452,Raisel Iglesias
1132,542255,Ender Inciarte
1133,500872,Gregory Infante
1134,408299,Omar Infante
1135,276346,Brandon Inge
1136,608344,Cole Irvin
1137,448170,Travis Ishikawa
1138,116414,Jason Isringhausen
1139,547874,Hisashi Iwakuma
1140,493127,Akinori Iwamura
1141,430895,Maicer Izturis
1142,656577,Alex Jackson
1143,457706,Austin Jackson
1144,571804,Brett Jackson
1145,433582,Conor Jackson
1146,429719,Edwin Jackson
1147,543351,Jay Jackson
1148,592426,Luke Jackson
1149,474249,Ryan Jackson
1150,408312,Mike Jacobs
1151,657624,Joshua James
1152,457926,Paul Janish
1153,608671,Travis Jankowski
1154,643376,Danny Jansen
1155,445276,Kenley Jansen
1156,445163,Casey Janssen
1157,444379,John Jaso
1158,664299,Cristian Javier
1159,445055,Jon Jay
1160,641726,Daulton Jefferies
1161,680777,Ryan Jeffers
1162,502026,Jeremy Jeffress
1163,554432,Chad Jenkins
1164,408057,Bobby Jenks
1165,543359,Dan Jennings
1166,457775,Desmond Jennings
1167,448178,Kevin Jepsen
1168,116539,Derek Jeter
1169,543362,A.J. Jimenez
1170,650391,Eloy Jimenez
1171,641729,Joe Jimenez
1172,499864,Luis Jimenez
1173,434622,Ubaldo Jimenez
1174,598271,Brian Johnson
1175,453400,Chris Johnson
1176,430681,Dan Johnson
1177,669288,Daniel Johnson
1178,471107,Elliot Johnson
1179,605304,Erik Johnson
1180,462382,Jim Johnson
1181,435178,Josh Johnson
1182,430637,Kelly Johnson
1183,608672,Micah Johnson
1184,276376,Nick Johnson
1185,407862,Reed Johnson
1186,453531,Rob Johnson
1187,489002,Steve Johnson
1188,430945,Adam Jones
1189,116662,Andruw Jones
1190,116706,Chipper Jones
1191,434540,Garrett Jones
1192,663330,Jahmai Jones
1193,571825,James Jones
1194,592444,JaCoby Jones
1195,518858,Nate Jones
1196,666134,Nolan Jones
1197,624507,Ryder Jones
1198,518863,Taylor Jordan
1199,543376,Caleb Joseph
1200,543377,Corban Joseph
1201,571830,Tommy Joseph
1202,459964,Matt Joyce
1203,592450,Aaron Judge
1204,543380,Taylor Jungmann
1205,596001,Jakob Junis
1206,642558,Ariel Jurado
1207,457453,Jair Jurrjens
1208,451500,Kila Ka'aihue
1209,592454,Tommy Kahnle
1210,501888,Ryan Kalish
1211,628356,Jung-Ho Kang
1212,621076,James Kaprielian
1213,675916,James Karinchak
1214,501992,Nate Karns
1215,444371,Jeff Karstens
1216,493128,Munenori Kawasaki
1217,641743,Anthony Kay
1218,431148,Scott Kazmir
1219,400290,Austin Kearns
1220,605309,Keone Kela
1221,672284,Jarred Kelenic
1222,641745,Brad Keller
1223,656605,Mitch Keller
1224,518875,Shawn Kelley
1225,543391,Casey Kelly
1226,608348,Carson Kelly
1227,430603,Don Kelly
1228,523260,Joe Kelly
1229,518876,Merrill Kelly
1230,547184,Michael Kelly
1231,571841,Ty Kelly
1232,461314,Matt Kemp
1233,643393,Tony Kemp
1234,116974,Jason Kendall
1235,435062,Howie Kendrick
1236,452718,Kyle Kendrick
1237,150456,Adam Kennedy
1238,664028,Brett Kennedy
1239,453178,Ian Kennedy
1240,596146,Max Kepler
1241,433898,Jeff Keppinger
1242,477132,Clayton Kershaw
1243,572971,Dallas Keuchel
1244,666198,Carter Kieboom
1245,571851,Spencer Kieboom
1246,595281,Kevin Kiermaier
1247,579328,Yusei Kikuchi
1248,642584,Franklyn Kilome
1249,518886,Craig Kimbrel
1250,673490,Ha-Seong Kim
1251,547957,Hyun-soo Kim
1252,547942,Kwang hyun Kim
1253,643396,Isiah Kiner-Falefa
1254,664068,Scott Kingery
1255,592468,Nick Kingham
1256,650633,Michael King
1257,641755,Tyler Kinley
1258,448337,Josh Kinney
1259,435079,Ian Kinsler
1260,445213,Brandon Kintzler
1261,543401,Jason Kipnis
1262,666135,Alex Kirilloff
1263,672386,Alejandro Kirk
1264,457779,Michael Kirkman
1265,552640,Andrew Kittredge
1266,623182,Patrick Kivlehan
1267,571858,Branden Kline
1268,446372,Corey Kluber
1269,595284,Andrew Knapp
1270,608349,Corey Knebel
1271,668800,Andrew Knizner
1272,571863,Matt Koch
1273,543408,Tom Koehler
1274,592473,Adam Kolarek
1275,117244,Paul Konerko
1276,502004,George Kontos
1277,656629,Michael Kopech
1278,445090,Bobby Korecky
1279,425773,Casey Kotchman
1280,117276,Mark Kotsay
1281,435459,George Kottaras
1282,450260,Kevin Kouzmanoff
1283,663804,Jackson Kowar
1284,518902,Pete Kozma
1285,596012,Kevin Kramer
1286,456124,Erik Kratz
1287,665152,Dean Kremer
1288,571871,Ian Krol
1289,430585,Jason Kubel
1290,605323,Kyle Kubitza
1291,641771,Chad Kuhl
1292,425539,Hong-Chih Kuo
1293,493133,Hiroki Kuroda
1294,407793,John Lackey
1295,669370,Asa Lacy
1296,502285,Tyler Ladendorf
1297,444836,Aaron Laffey
1298,501571,Juan Lagares
1299,445933,Bryan LaHair
1300,477186,Brandon Laird
1301,408042,Gerald Laird
1302,516809,Junior Lake
1303,664042,Travis Lakins
1304,503351,Blake Lalli
1305,534606,Ryan LaMarre
1306,663567,Peter Lambert
1307,571875,Jacob Lamb
1308,543424,John Lamb
1309,518911,Andrew Lambo
1310,659275,Dinelson Lamet
1311,407798,Ryan Langerhans
1312,458709,John Lannan
1313,453181,Matt LaPorta
1314,425560,Adam LaRoche
1315,600303,Tommy La Stella
1316,502009,Mat Latos
1317,641778,Eric Lauer
1318,657656,Ramon Laureano
1319,543432,Ryan Lavarnway
1320,571882,Derek Law
1321,596271,Casey Lawrence
1322,543434,Brett Lawrie
1323,434181,Brandon League
1324,502190,Mike Leake
1325,453281,Wade LeBlanc
1326,600917,Jose Leclerc
1327,459967,Sam LeCure
1328,150324,Carlos Lee
1329,424324,Cliff Lee
1330,493193,Dae-Ho Lee
1331,117601,Derrek Lee
1332,666137,Khalil Lee
1333,643410,Mark Leiter
1334,518934,DJ LeMahieu
1335,518934,D.J. LeMahieu
1336,608678,Dominic Leone
1337,506702,Sandy Leon
1338,460092,Chris Leroux
1339,452657,Jon Lester
1340,407890,Colby Lewis
1341,430930,Fred Lewis
1342,641786,Kyle Lewis
1343,668904,Royce Lewis
1344,642736,Domingo Leyba
1345,499926,Alex Liddi
1346,400058,Brad Lidge
1347,452121,Brent Lillibridge
1348,150404,Ted Lilly
1349,453311,Tim Lincecum
1350,453184,Brad Lincoln
1351,452252,Adam Lind
1352,458676,Josh Lindblom
1353,596019,Francisco Lindor
1354,434637,Matt Lindstrom
1355,624407,Tzu-Wei Lin
1356,434538,Francisco Liriano
1357,542642,Rymer Liriano
1358,641793,Zack Littell
1359,594902,Ben Lively
1360,642528,Jonathan Loaisiga
1361,446653,Jose Lobaton
1362,543456,Kyle Lobstein
1363,641796,Tim Locastro
1364,502046,Jeff Locke
1365,666157,Nick Lodolo
1366,434180,Kameron Loe
1367,457429,Boone Logan
1368,346798,Kyle Lohse
1369,543459,Steve Lombardozzi
1370,425766,James Loney
1371,446334,Evan Longoria
1372,643418,Shed Long
1373,621005,Tim Lopes
1374,150479,Felipe Lopez
1375,425657,Javier Lopez
1376,430946,Jose Lopez
1377,605347,Jorge Lopez
1378,670032,Nicky Lopez
1379,641154,Pablo Lopez
1380,607257,Rafael Lopez
1381,625643,Reynaldo Lopez
1382,446641,Wilton Lopez
1383,661255,Yoan Lopez
1384,547179,Michael Lorenzen
1385,518953,David Lough
1386,571901,Aaron Loup
1387,664040,Brandon Lowe
1388,117955,Derek Lowe
1389,666139,Josh Lowe
1390,450275,Mark Lowe
1391,663993,Nathaniel Lowe
1392,476704,Jed Lowrie
1393,664192,Joey Lucchesi
1394,672773,Elvis Luciano
1395,518960,Jonathan Lucroy
1396,407886,Ryan Ludwick
1397,458537,Cory Luebke
1398,476595,Lucas Luetge
1399,608475,Dawel Lugo
1400,607625,Seth Lugo
1401,656669,Jordan Luplow
1402,544371,Donald Lutz
1403,518963,Zach Lutz
1404,666158,Gavin Lux
1405,666200,Jesus Luzardo
1406,543475,Jordan Lyles
1407,663738,Daniel Lynch
1408,458681,Lance Lynn
1409,407193,Brandon Lyon
1410,544928,Tyler Lyons
1411,553988,Dixon Machado
1412,592518,Manny Machado
1413,466948,Jean Machi
1414,605353,Vimael Machin
1415,663611,Nick Madrigal
1416,425492,Ryan Madson
1417,628317,Kenta Maeda
1418,543483,Matt Magill
1419,641816,Tyler Mahle
1420,430904,Paul Maholm
1421,543484,Mikie Mahtook
1422,430574,Mitch Maier
1423,571912,Luke Maile
1424,429720,John Maine
1425,453186,Scott Maine
1426,670867,Kevin Maitan
1427,455117,Martin Maldonado
1428,640455,Sean Manaea
1429,641820,Trey Mancini
1430,595307,Seth Maness
1431,666159,Matt Manning
1432,451788,Shaun Marcum
1433,676606,Nick Margevicius
1434,622534,Manuel Margot
1435,545350,Jake Marisnick
1436,455976,Nick Markakis
1437,461791,Carlos Marmol
1438,592530,Jose Marmolejos
1439,543488,Nick Maronde
1440,608566,German Marquez
1441,150302,Jason Marquis
1442,502029,Chris Marrero
1443,571918,Deven Marrero
1444,669016,Brandon Marsh
1445,605359,Evan Marshall
1446,445156,Sean Marshall
1447,453974,Lou Marson
1448,642564,Francis Martes
1449,527043,Jefry Marte
1450,606466,Ketel Marte
1451,501687,Luis Marte
1452,516782,Starling Marte
1453,469690,Victor Marte
1454,668885,Austin Martin
1455,656685,Brett Martin
1456,593372,Carlos Martinez
1457,455119,Chris Martin
1458,592533,Cody Martin
1459,656686,Corbin Martin
1460,450852,Cristhian Martinez
1461,494686,Fernando Martinez
1462,641829,Jason Martin
1463,502110,J.D. Martinez
1464,500874,Jose Martinez
1465,547982,Leonys Martin
1466,446208,Luis Martinez
1467,492841,Michael Martinez
1468,607259,Nick Martinez
1469,605361,Nick Martini
1470,621006,Richie Martin
1471,431145,Russell Martin
1472,400121,Victor Martinez
1473,434665,Nick Masset
1474,475416,Justin Masterson
1475,518991,Darin Mastroianni
1476,622761,Jorge Mateo
1477,458628,Joe Mather
1478,425772,Jeff Mathis
1479,621500,Wyatt Mathisen
1480,664208,Phil Maton
1481,493137,Daisuke Matsuzaka
1482,425686,Hideki Matsui
1483,430565,Kazuo Matsui
1484,458919,Ryan Mattheus
1485,451085,Brian Matusz
1486,554431,Tyler Matzek
1487,571927,Steven Matz
1488,408045,Joe Mauer
1489,543506,Brandon Maurer
1490,622194,Bruce Maxwell
1491,452239,Justin Maxwell
1492,460055,John Mayberry
1493,457727,Cameron Maybin
1494,669160,Dustin May
1495,594577,Mike Mayers
1496,608686,Jack Mayfield
1497,594576,Jacob May
1498,446474,Edwin Maysonet
1499,543507,Trevor May
1500,641835,Tim Mayza
1501,608577,Nomar Mazara
1502,502083,Zach McAllister
1503,473724,Matt McBride
1504,643436,Ryan McBroom
1505,435263,Brian McCann
1506,543510,James McCann
1507,435221,Brandon McCarthy
1508,641838,Kevin McCarthy
1509,663556,Shane McClanahan
1510,449072,Kyle McClellan
1511,501873,Mike McClendon
1512,453454,Mike McCoy
1513,621121,Lance McCullers
1514,457705,Andrew McCutchen
1515,150021,Darnell McDonald
1516,457428,James McDonald
1517,150348,John McDonald
1518,519008,T.J. McFarland
1519,459429,Jake McGee
1520,431171,Casey McGehee
1521,430661,Dustin McGowan
1522,573027,Chris Mcguiness
1523,624512,Reese McGuire
1524,543521,Collin McHugh
1525,656713,Brendan McKay
1526,502374,Michael McKenry
1527,663474,Triston McKenzie
1528,641856,Billy McKinney
1529,434661,Nate McLouth
1530,641857,Ryan McMahon
1531,643446,Jeff McNeil
1532,519015,Kyle McPherson
1533,640457,Austin Meadows
1534,607644,John Means
1535,219194,Gil Meche
1536,523265,Tommy Medica
1537,658431,Adonis Medina
1538,500721,Yoervis Medina
1539,450665,Kris Medlen
1540,457425,Evan Meek
1541,606167,Adalberto Mejia
1542,448171,Ernesto Mejia
1543,642336,Francisco Mejia
1544,516769,Jenrry Mejia
1545,623180,Seth Mejias-Brean
1546,453343,Mark Melancon
1547,543532,Tim Melville
1548,622795,Yohander Mendez
1549,664901,Danny Mendick
1550,434669,Luis Mendoza
1551,596043,Daniel Mengden
1552,640458,Oscar Mercado
1553,474568,Jordy Mercer
1554,462810,Jesus Merchan
1555,607320,Ryan Merritt
1556,593160,Whit Merrifield
1557,444859,Melky Mesa
1558,673516,Victor Victor Mesa
1559,519023,Devin Mesoraco
1560,543542,Alex Meyer
1561,641871,Keynan Middleton
1562,519025,Will Middlebrooks
1563,467726,Jose Mijares
1564,571945,Miles Mikolas
1565,425446,Aaron Miles
1566,489119,Wade Miley
1567,453192,Andrew Miller
1568,543543,Brad Miller
1569,656744,Jared Miller
1570,461848,Jim Miller
1571,502522,Justin Miller
1572,451186,Lastings Milledge
1573,680911,Owen Miller
1574,571946,Shelby Miller
1575,621219,Alec Mills
1576,502166,Brad Mills
1577,119154,Kevin Millwood
1578,543548,Tommy Milone
1579,573668,Juan Minaya
1580,501985,Mike Minor
1581,621345,A.J. Minter
1582,664641,Ariel Miranda
1583,571951,Bryan Mitchell
1584,543551,D.J. Mitchell
1585,663554,Casey Mize
1586,150040,Jose Molina
1587,425877,Yadier Molina
1588,660162,Yoan Moncada
1589,609275,Adalberto Mondesi
1590,666160,Mickey Moniak
1591,593423,Frankie Montas
1592,524968,Jesus Montero
1593,471083,Miguel Montero
1594,606160,Rafael Montero
1595,656756,Jordan Montgomery
1596,543557,Michael Montgomery
1597,446192,Adam Moore
1598,621058,Andrew Moore
1599,664238,Dylan Moore
1600,519043,Matt Moore
1601,445599,Scott Moore
1602,489138,Tyler Moore
1603,462985,Franklin Morales
1604,434778,Kendrys Morales
1605,206551,Melvin Mora
1606,592567,Colin Moran
1607,670970,Adrian Morejon
1608,543569,Brent Morel
1609,519048,Mitch Moreland
1610,605388,Adam Morgan
1611,460579,Nyjer Morgan
1612,596049,Shawn Morimando
1613,573046,Mike Morin
1614,408047,Justin Morneau
1615,621559,Max Moroff
1616,606625,Reyes Moronta
1617,457768,Bryan Morris
1618,489149,Logan Morrison
1619,453344,Brandon Morrow
1620,434604,Michael Morse
1621,450203,Charlie Morton
1622,446861,Guillermo Moscoso
1623,400291,Dustin Moseley
1624,461235,Brandon Moss
1625,150407,Guillermo Mota
1626,435400,Jason Motte
1627,600301,Taylor Motter
1628,663624,Ryan Mountcastle
1629,519058,Mike Moustakas
1630,622382,Gariel Moya
1631,570615,Steven Moya
1632,493247,Peter Moylan
1633,465629,Edward Mujica
1634,656775,Cedric Mullins
1635,571970,Max Muncy
1636,662253,Andres Munoz
1637,622168,Yairo Munoz
1638,461815,David Murphy
1639,502517,Daniel Murphy
1640,571974,John Ryan Murphy
1641,669221,Sean Murphy
1642,608596,Tom Murphy
1643,605397,Joe Musgrove
1644,608589,Ronnier Mustelier
1645,408206,Brett Myers
1646,571976,Wil Myers
1647,294558,Xavier Nady
1648,493141,Hiroyuki Nakajima
1649,435063,Mike Napoli
1650,571980,Tyler Naquin
1651,553882,Omar Narvaez
1652,429780,Chris Narveson
1653,150274,Joe Nathan
1654,537953,Daniel Nava
1655,425900,Dioner Navarro
1656,519068,Efren Navarro
1657,647304,Josh Naylor
1658,489166,Thomas Neal
1659,502117,Kristopher Negron
1660,663734,Nick Neidert
1661,455126,Chris Nelson
1662,519076,Jimmy Nelson
1663,593576,Hector Neris
1664,450212,Pat Neshek
1665,641914,Sheldon Neuse
1666,596720,Dovydas Neverauskas
1667,623470,Jake Newberry
1668,656794,Sean Newcomb
1669,621028,Kevin Newman
1670,547912,Gift Ngoepe
1671,504379,Juan Nicasio
1672,435081,Mike Nickeas
1673,592593,Justin Nicolino
1674,621512,Tomas Nido
1675,435298,Jeff Niemann
1676,477003,Jon Niese
1677,543590,Kirk Nieuwenhuis
1678,408242,Wil Nieves
1679,607043,Brandon Nimmo
1680,457292,Tsuyoshi Nishioka
1681,434624,Jayson Nix
1682,656798,Jacob Nix
1683,425556,Laynce Nix
1684,456051,Hector Noesi
1685,605400,Aaron Nola
1686,543592,Austin Nola
1687,445060,Ricky Nolasco
1688,543594,Sean Nolin
1689,467099,Jordan Norberto
1690,502032,Bud Norris
1691,596057,Daniel Norris
1692,519083,Derek Norris
1693,641924,Jacob Nottingham
1694,467100,Ivan Nova
1695,624513,Dom Nunez
1696,456488,Eduardo Nunez
1697,600524,Renato Nunez
1698,573064,Vidal Nuno
1699,623184,Scott Oberg
1700,519085,Brett Oberholtzer
1701,598284,Peter O'Brien
1702,503285,Darren O'Day
1703,543606,Jake Odorizzi
1704,596059,Rougned Odor
1705,447714,Eric O'Flaherty
1706,468396,Alexi Ogando
1707,657434,Brian O'Grady
1708,622217,Chris O'Grady
1709,656811,Ryan O'Hearn
1710,493200,Seung-hwan Oh
1711,660271,Shohei Ohtani
1712,595345,Steven Okert
1713,658668,Edward Olivares
1714,666931,Jared Oliva
1715,119984,Darren Oliver
1716,493343,Hector Olivera
1717,500902,Lester Oliveros
1718,400018,Miguel Olivo
1719,621566,Matt Olson
1720,621397,Tyler Olson
1721,592609,Mike Olt
1722,502523,Shawn O'Malley
1723,446185,Logan Ondrusek
1724,641933,Tyler O'Neill
1725,120044,Magglio Ordonez
1726,449181,Paulo Orlando
1727,434681,Pete Orr
1728,542364,Rafael Ortega
1729,120074,David Ortiz
1730,656814,Luis Ortiz
1731,592612,Josh Osich
1732,591741,Jose Osuna
1733,532077,Roberto Osuna
1734,621261,Corey Oswalt
1735,400061,Roy Oswalt
1736,519096,Dan Otero
1737,493603,Adam Ottavino
1738,489189,Josh Outman
1739,407489,Lyle Overbay
1740,592614,Dillon Overton
1741,670912,Johan Oviedo
1742,434663,Juan Oviedo
1743,596064,Henry Owens
1744,572008,Chris Owings
1745,452249,Micah Owings
1746,542303,Marcell Ozuna
1747,665506,Cristian Pache
1748,457574,Jordan Pacheco
1749,663978,Chris Paddack
1750,218894,Vicente Padilla
1751,434636,Angel Pagan
1752,641941,Emilio Pagan
1753,594953,Daniel Palka
1754,643478,Joe Palumbo
1755,605412,Joe Panik
1756,623381,Thomas Pannone
1757,449097,Jonathan Papelbon
1758,660600,Enoli Paredes
1759,670623,Isaac Paredes
1760,517370,Jimmy Paredes
1761,666560,Byung-ho Park
1762,453284,Blake Parker
1763,519105,Jarrod Parker
1764,592620,Jarrett Parker
1765,592621,Kyle Parker
1766,476633,Chris Parmelee
1767,458730,Bobby Parnell
1768,467827,Gerardo Parra
1769,448159,Manny Parra
1770,641149,Wes Parsons
1771,543629,Tyler Pastornicky
1772,672715,Luis Patino
1773,279913,Corey Patterson
1774,461856,Troy Patton
1775,456102,David Pauley
1776,600944,David Paulino
1777,609267,Dorssys Paulino
1778,462956,Felipe Paulino
1779,425661,Ronny Paulino
1780,572019,Ben Paulsen
1781,449082,Xavier Paul
1782,134321,Carl Pavano
1783,572020,James Paxton
1784,592622,Mark Payton
1785,572021,James Pazos
1786,502748,Brad Peacock
1787,456665,Steve Pearce
1788,663878,Nate Pearson
1789,408241,Jake Peavy
1790,592626,Joc Pederson
1791,456030,Dustin Pedroia
1792,451713,Carlos Peguero
1793,501317,Francisco Peguero
1794,460059,Mike Pelfrey
1795,430910,Brayan Pena
1796,150289,Carlos Pena
1797,570240,Felix Pena
1798,506747,Francisco Pena
1799,455369,Ramiro Pena
1800,452254,Hunter Pence
